Noun,Verb,Adjective,Exclamation 
말로,,,
애,,,
아빠,,,
누구,,,
이참,,,
운동,,,
특기,,,
생,,,
비롯,,,
연예계,,,
아이돌,,,
학교,,,
출결,,,
사항,,,
학적,,,
유지,,,
채,,,
그림자,,,
것,,,
모두,,,
교육,,,
비리,,,
저년,,,
난,,,
우리,,,
운동,,,
부,,,
애덜,,,
학년,,,
때,,,
번,,,
데,,,
또,,,
선동,,,
박원순,,,
딸,,,
대체,,,
이,,,
대가리,,,
피,,,
안,,,
지배,,,
주체,,,
누구,,,
가관,,,
사람,,,
무조건,,,
것,,,
것,,,
머,,,
문제,,,
인과,,,
대모,,,
중도,,,
사람,,,
이유,,,
바로,,,
이유,,,
때문,,,
특기,,,
생,,,
특기,,,
교육,,,
수업,,,
일수,,,
대처,,,
대고,,,
김연아,,,
하,,,
김연아,,,
진짜,,,
훈련,,,
때문,,,
말,,,
개념,,,
중도,,,
대모,,,
문재인,,,
걸레,,,
오마이,,,
등등,,,
이유,,,
다른,,,
운동,,,
특기,,,
생,,,
선수,,,
생활,,,
임신,,,
애,,,
다른,,,
선수,,,
전,,,
혀,,,
달라,,,
틀,,,
충,,,
푼,,,
어쩜,,,
결석,,,
말,,,
뭘,,,
고등학교,,,
때,,,
부터,,,
싹수,,,
애가,,,
최,,,
실의,,,
강압,,,
승마,,,
인생,,,
우리,,,
무능,,,
부패,,,
근년,,,
때문,,,
다음,,,
대선,,,
보수,,,
적,,,
개근,,,
년,,,
최,,,
실,,,
정,,,
유라,,,
비호,,,
특기,,,
교육,,,
학생,,,
전부,,,
특기,,,
교육,,,
수업,,,
일수,,,
대처,,,
알,,,
보고,,,
나중,,,
그날,,,
아침,,,
머,,,
저녁,,,
머,,,
깔껍,,,
운동,,,
쟤,,,
결석,,,
애,,,
대회,,,
동안,,,
학교,,,
애,,,
내,,,
제일,,,
영화,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
애마부인,,,
최,,,
실,,,
정,,,
유라,,,
비호,,,
특기,,,
교육,,,
학생,,,
전부,,,
특기,,,
교육,,,
수업,,,
일수,,,
대처,,,
알,,,
보고,,,
좀비,,,
헬,,,
조선,,,
백년,,,
결론,,,
진정,,,
지진,,,
북핵,,,
태풍,,,
더,,,
인재,,,
이,,,
박,,,
때문,,,
무한,,,
책임,,,
개돼지,,,
휘발,,,
류,,,
담배,,,
등,,,
빚,,,
더미,,,
로또,,,
음주,,,
동반,,,
자살,,,
국가,,,
주적,,,
고위,,,
공직,,,
매국,,,
율,,,
테러,,,
최고,,,
안보,,,
경제,,,
공직자,,,
청렴,,,
결백,,,
돈판돈검,,,
배심원,,,
제,,,
전면,,,
실시,,,
통일,,,
고려,,,
남북,,,
정신,,,
교체,,,
인간,,,
교육,,,
역사,,,
고려,,,
고인돌,,,
우리,,,
중심,,,
한단고기,,,
중국,,,
조선,,,
좀비,,,
성씨,,,
조선,,,
창씨개명,,,
세습,,,
법,,,
성명,,,
태극기,,,
전면,,,
폐기,,,
본래,,,
고려인,,,
인디언,,,
상태,,,
역사,,,
세계,,,
무역,,,
센터,,,
생존자,,,
증언,,,
전문가,,,
구결,,,
다큐,,,
눈,,,
귀,,,
의심,,,
증거,,,
다음,,,
수순,,,
최,,,
실,,,
기사,,,
종결,,,
사이비,,,
교주,,,
놈,,,
위장,,,
자,,,
역대,,,
최악,,,
샤머니즘,,,
무능,,,
정부,,,
국회,,,
굿판,,,
동서,,,
고금,,,
전무후무,,,
국회,,,
비교,,,
광신도,,,
닭,,,
운동선수,,,
특기,,,
생,,,
것,,,
알,,,
수업,,,
대신,,,
특기,,,
교육,,,
운동,,,
시간,,,
등등,,,
대처,,,
저,,,
불법,,,
라면,,,
특기,,,
생,,,
하라,,,
구,,,
김연아,,,
거의,,,
년,,,
내내,,,
공결,,,
걸레,,,
시비,,,
안터,,,
이유,,,
뭘,,,
그,,,
애,,,
그,,,
애비,,,
누구,,,
엄마,,,
나라,,,
일,,,
나라,,,
모양,,,
꼴,,,
이유,,,
여,,,
제발,,,
정치,,,
끝,,,
왜,,,
애,,,
엄마,,,
인성,,,
가치관,,,
이글,,,
기자,,,
딸,,,
능력,,,
금메달,,,
단체,,,
팀,,,
획득,,,
무심코,,,
능력,,,
출석,,,
생각,,,
국민,,,
좀더,,,
말,,,
남자,,,
타고,,,
가지가지,,,
오늘,,,
국회,,,
대통령,,,
어디가,,,
박근혜,,,
보좌,,,
관,,,
개헌,,,
개,,,
망발,,,
생각,,,
평생,,,
온,,,
모든,,,
것,,,
낱낱이,,,
것,,,
한순간,,,
이제,,,
죄값,,,
달,,,
딸,,,
둘,,,
독일,,,
삶,,,
수,,,
최,,,
실,,,
모친,,,
잔치,,,
때,,,
박근혜,,,
사도,,,
참석,,,
노래,,,
아주,,,
것,,,
그냥,,,
결석,,,
퇴학,,,
양파,,,
양파,,,
무능,,,
아가,,,
뇌,,,
돈,,,
돈,,,
내,,,
세금,,,
권력,,,
사람,,,
앞,,,
사람,,,
욕,,,
욕,,,
사람,,,
승마,,,
현재,,,
대한민국,,,
천민,,,
자본주의,,,
끝,,,
돈,,,
권력,,,
걸,,,
불가능,,,
이건,,,
또,,,
서열,,,
위,,,
정유,,,
아기,,,
정유,,,
최,,,
실,,,
아기,,,
아빠,,,
어디,,,
뇨,,,
진짜,,,
대판,,,
애마부인,,,
개이버,,,
이,,,
왜,,,
사회,,,
로,,,
분류,,,
정치,,,
가야,,,
정치,,,
박근혜,,,
개헌,,,
기사,,,
도배,,,
진짜,,,
여러가지,,,
의혹,,,
속,,,
오픈,,,
좀,,,
국민,,,
공평,,,
한세상,,,
저,,,
날,,,
오기,,,
지금,,,
그냥,,,
작,,,
살,,,
답,,,
최,,,
실과,,,
그,,,
버,,,
해결,,,
답,,,
작,,,
살,,,
박,,,
살,,,
방사포,,,
공,,,
개,,,
처형,,,
국민,,,
돌팔매,,,
권력,,,
분,,,
딸,,,
단,,,
아주,,,
얜,,,
학교,,,
짓,,,
겨,,,
얘,,,
부모,,,
속,,,
학교,,,
애,,,
나부,,,
닭,,,
근혜,,,
필,,,
로,,,
두,,,
암탉,,,
년,,,
아주,,,
나라,,,
입맛,,,
나이,,,
말,,,
남자,,,
학교,,,
댕,,,
질,,,
하랴,,,
런가,,,
살,,,
더,,,
정말,,,
막장,,,
막장,,,
정유,,,
라가,,,
정도,,,
박정희,,,
시대,,,
발끈,,,
말,,,
티,,,
수록,,,
쓰레기,,,
냄새,,,
대한민국,,,
진동,,,
국민,,,
정권,,,
실세,,,
딸,,,
전국체전,,,
정유,,,
친부모,,,
누구,,,
초,,,
인류,,,
삼성,,,
젠,,,
애,,,
소속,,,
류지,,,
방대,,,
일류,,,
이화여대,,,
디아,,,
애,,,
때문,,,
이화여대,,,
누가,,,
연예인,,,
학교,,,
겁,,,
로,,,
쓰레기,,,
쓰레기,,,
최태민,,,
영생교,,,
교주,,,
사이비,,,
종교,,,
박근혜,,,
접근,,,
최태민,,,
박근혜,,,
사이,,,
유지,,,
근거,,,
박지만,,,
박근령,,,
노태우,,,
박근혜,,,
최태민,,,
휘둘,,,
린다,,,
통제,,,
편지,,,
대선,,,
경선,,,
과정,,,
쪽,,,
증언,,,
김종필,,,
박근혜,,,
최태민,,,
애,,,
가지,,,
등,,,
발언,,,
등,,,
박근혜,,,
최태민,,,
사이비,,,
종교,,,
매몰,,,
근거,,,
의원,,,
생활,,,
중,,,
임기,,,
중,,,
각종,,,
사이비,,,
종교인,,,
공식,,,
만찬,,,
올해,,,
해도,,,
국회,,,
무당,,,
굿판,,,
벌,,,
함,,,
학교,,,
머,,,
젠,,,
고,,,
때,,,
임신,,,
역대,,,
최고,,,
애마,,,
소녀,,,
폭주족,,,
살림살이,,,
예전,,,
오토바이,,,
요즘,,,
승마,,,
운동선수,,,
대부분,,,
기레기,,,
랄,,,
젠,,,
걸,,,
가지,,,
기사화,,,
살,,,
수,,,
나라,,,
우리나라,,,
대부분,,,
헬,,,
누군가,,,
천국,,,
얼마나,,,
세상,,,
생각,,,
이,,,
누구,,,
때문,,,
누구,,,
생각,,,
표,,,
사람,,,
때문,,,
수치심,,,
양심,,,
이,,,
나라,,,
대통령,,,
뒤,,,
남자,,,
타고,,,
정말,,,
어디,,,
마약,,,
분,,,
정유,,,
한그루,,,
출동,,,
한그루,,,
실검,,,
위,,,
인민재판,,,
애,,,
실명,,,
박원순,,,
아들,,,
이빨,,,
싸구려,,,
아말감,,,
뼈,,,
다른,,,
사람,,,
건데,,,
좌좀,,,
언론,,,
인민재판,,,
도,,,
채,,,
살이,,,
진짜,,,
대한민국,,,
꽉,,,
지고,,,
인,,,
또,,,
느닷엄,,,
실,,,
비서,,,
개헌,,,
순실씬,,,
조,,,
오,,,
켓써,,,
비서,,,
해,,,
축카,,,
서민,,,
최,,,
실,,,
가족,,,
비롯,,,
특권,,,
층,,,
행태,,,
처음,,,
매체,,,
통해,,,
접,,,
아연,,,
실색,,,
특권,,,
층,,,
각도,,,
지금,,,
뭘,,,
새삼,,,
표정,,,
자기,,,
현실,,,
분수,,,
더,,,
이상,,,
바라지,,,
마음대로,,,
이건,,,
사생활,,,
침해,,,
이,,,
청와대,,,
무슨,,,
상관,,,
정유,,,
라가,,,
학교,,,
결석,,,
정치,,,
개입,,,
말,,,
우리나라,,,
운동,,,
좀,,,
애,,,
마찬가지,,,
걸,,,
수업,,,
제대로,,,
놈,,,
계속,,,
양파,,,
학교,,,
띄어쓰기,,,
맞춤법,,,
모두,,,
할아버지,,,
영생교,,,
교주,,,
엄마,,,
권력,,,
비리,,,
샘물,,,
딸년,,,
세,,,
애,,,
수태,,,
발정,,,
집,,,
제대로,,,
콩가루,,,
집안,,,
제대로,,,
대의,,,
연,,,
능력,,,
년,,,
누구,,,
말,,,
알,,,
고,,,
때,,,
임신,,,
승마,,,
임신,,,
출산,,,
땜,,,
학교,,,
못,,,
겨,,,
집안,,,
아주,,,
더,,,
몸통,,,
스스로,,,
사과,,,
쭈욱,,,
안,,,
중간,,,
중간,,,
의,,,
저,,,
얼굴,,,
살이,,,
게,,,
아줌마,,,
년,,,
나이,,,
벌써,,,
애마부인,,,
그,,,
애,,,
아빠,,,
니,,,
그,,,
숫말,,,
그냥,,,
남친,,,
대한민국,,,
실세,,,
남친,,,
세상,,,
기분,,,
최태민,,,
영생교,,,
교주,,,
사이비,,,
종교,,,
박근혜,,,
접근,,,
최태민,,,
박근혜,,,
사이,,,
유지,,,
근거,,,
박지만,,,
박근령,,,
노태우,,,
박근혜,,,
최태민,,,
휘둘,,,
린다,,,
통제,,,
편지,,,
대선,,,
경선,,,
과정,,,
쪽,,,
증언,,,
김종필,,,
박근혜,,,
최태민,,,
애,,,
가지,,,
등,,,
발언,,,
등,,,
박근혜,,,
최태민,,,
사이비,,,
종교,,,
매몰,,,
근거,,,
의원,,,
생활,,,
중,,,
임기,,,
중,,,
각종,,,
사이비,,,
종교인,,,
공식,,,
만찬,,,
올해,,,
해도,,,
국회,,,
무당,,,
굿판,,,
벌,,,
함,,,
이쯤,,,
국민,,,
줌,,,
이아,,,
짐,,,
이름,,,
국민,,,
일찍이,,,
말,,,
남자,,,
배위,,,
저출산,,,
국가,,,
애도,,,
젠,,,
국산,,,
성,,,
유럽,,,
것,,,
명품,,,
사랑,,,
눈,,,
입,,,
학,,,
학,,,
학,,,
학,,,
학교,,,
가족,,,
말,,,
원래,,,
체육,,,
특기,,,
출석,,,
운동,,,
참가,,,
대체,,,
미르,,,
스포츠,,,
재단,,,
의혹,,,
핵심,,,
인물,,,
지목,,,
최,,,
실,,,
전,,,
남편,,,
정윤회,,,
최,,,
실,,,
잘못,,,
부분,,,
조사,,,
고,,,
것,,,
정씨,,,
전날,,,
채널,,,
취재,,,
진과,,,
최,,,
실,,,
의혹,,,
관련,,,
나,,,
전혀,,,
관계,,,
일,,,
말,,,
정씨,,,
다만,,,
딸,,,
승마,,,
선수,,,
정유,,,
라씨,,,
이화여대,,,
입학,,,
특혜,,,
논란,,,
관련,,,
딸,,,
살,,,
때,,,
새벽,,,
엉덩이,,,
진물,,,
실력,,,
것,,,
말,,,
인생,,,
정,,,
유라,,,
살,,,
진짜,,,
살맛,,,
밥,,,
말타,,,
얼마나,,,
인생,,,
영화,,,
전형,,,
권력,,,
인물,,,
자식,,,
모습,,,
저건,,,
데,,,
이,,,
현실,,,
이제,,,
얼마나,,,
더,,,
하루하루,,,
아주,,,
그냥,,,
박근혜,,,
대통령,,,
절친,,,
애기,,,
그,,,
뭐,,,
도,,,
셍,,,
위층,,,
자제,,,
일상,,,
공부,,,
안해,,,
학교,,,
안,,,
생활,,,
용돈,,,
군대,,,
면제,,,
부모,,,
권력,,,
돈,,,
커버,,,
막,,,
건,,,
사람,,,
인성,,,
인간,,,
찾기,,,
딸년,,,
저,,,
따위,,,
년,,,
년,,,
통치,,,
후,,,
자금,,,
조성,,,
할멈,,,
이,,,
무슨,,,
나라,,,
망신,,,
부모,,,
자식,,,
이,,,
여왕님,,,
섹스,,,
교,,,
생교,,,
이자,,,
닭튀김,,,
연남,,,
할배,,,
혈통,,,
색스,,,
혈통,,,
씨레기같,,,
애,,,
기사,,,
조상,,,
왜,,,
피,,,
독립운동,,,
왜,,,
나리,,,
학도병,,,
지원,,,
민주주의,,,
순국,,,
이나,,,
백년,,,
그냥,,,
뿌리,,,
독일,,,
집,,,
채,,,
조사해,,,
인생,,,
살,,,
드라마,,,
법,,,
인생,,,
인생,,,
애,,,
이제야,,,
그,,,
문제,,,
리포트,,,
이해,,,
아이,,,
도대체,,,
언제,,,
말타,,,
면서,,,
아이,,,
일이,,,
최,,,
실,,,
비리,,,
부축,,,
적하,,,
재산,,,
몰수,,,
안하무인,,,
정유,,,
부모,,,
탓,,,
하라,,,
비아,,,
보통,,,
사람,,,
살,,,
보라,,,
해,,,
돈,,,
펑펑,,,
살,,,
게,,,
돈,,,
다인,,,
것,,,
금수,,,
저,,,
해도,,,
어째,,,
인생,,,
막장,,,
오브,,,
막장,,,
저,,,
자식,,,
위,,,
길이,,,
걸,,,
알,,,
비리,,,
가족,,,
흠,,,
서민,,,
세상,,,
돈,,,
없슴,,,
머,,,
학교,,,
을,,,
복,,,
대학,,,
거,,,
구,,,
은,,,
세금,,,
양심,,,
실,,,
데리,,,
아기,,,
유라,,,
애기,,,
살이,,,
애마,,,
소녀,,,
얘,,,
아빠,,,
꼭,,,
누구,,,
집안,,,
계속,,,
대박,,,
싹수,,,
팬티,,,
물든,,,
계집,,,
걸,,,
누가,,,
위안부,,,
수출,,,
곳,,,
실험,,,
용,,,
포르노,,,
실습,,,
용이,,,
느,,,
학교,,,
뭘,,,
벌써,,,
애,,,
맞춤법,,,
제대로,,,
인터넷,,,
얼굴,,,
왜가리,,,
징,,,
여자,,,
스포츠,,,
경기,,,
심판,,,
스포츠,,,
원래,,,
체육,,,
특기,,,
원래,,,
출석,,,
운동,,,
간주,,,
미르,,,
스포츠,,,
재단,,,
의혹,,,
핵심,,,
인물,,,
지목,,,
최,,,
실,,,
전,,,
남편,,,
정윤회,,,
최,,,
실,,,
잘못,,,
부분,,,
조사,,,
고,,,
것,,,
정씨,,,
전날,,,
채널,,,
취재,,,
진과,,,
최,,,
실,,,
의혹,,,
관련,,,
나,,,
전혀,,,
관계,,,
일,,,
말,,,
정씨,,,
다만,,,
딸,,,
승마,,,
선수,,,
정유,,,
라씨,,,
이화여대,,,
입학,,,
특혜,,,
논란,,,
관련,,,
딸,,,
살,,,
때,,,
새벽,,,
엉덩이,,,
진물,,,
실력,,,
것,,,
말,,,
여자,,,
잔,,,
머리,,,
왕,,,
뒤,,,
장난,,,
질의,,,
왕,,,
특혜,,,
왕,,,
정의감,,,
제로,,,
의협,,,
심,,,
제로,,,
아기,,,
그때,,,
십,,,
아시안,,,
게임,,,
면상,,,
여자,,,
대체,,,
모자이크,,,
왜,,,
말,,,
구라,,,
남자,,,
결석,,,
겨,,,
진짜,,,
여러가지,,,
임신,,,
얘기,,,
새,,,
나라,,,
걸,,,
감사,,,
혀,,,
하나,,,
내,,,
세금,,,
말,,,
보태,,,
생각,,,
열,,,
우리,,,
혈,,,
세로,,,
니,,,
말타,,,
기,,,
놀이,,,
준,,,
국민,,,
바보,,,
맞춤법,,,
니,,,
바보,,,
막장드라마,,,
정유,,,
인터넷,,,
듯,,,
대표,,,
하나,,,
불만,,,
누가,,,
죽창꼽,,,
사람,,,
마찬가지,,,
체육,,,
특기,,,
결석,,,
해도,,,
일반,,,
공부,,,
체육,,,
특기,,,
말,,,
그대로,,,
운동,,,
교과,,,
축구,,,
배구,,,
농구,,,
등등,,,
다른,,,
특기,,,
자도,,,
마찬가지,,,
말,,,
라이더,,,
졸업,,,
고등학교,,,
감사,,,
아마,,,
해당,,,
교감,,,
교장,,,
긴장,,,
확,,,
저런,,,
특헤,,,
해당,,,
학교,,,
문책,,,
정유,,,
외,,,
의식,,,
쩌,,,
최종,,,
학력,,,
중졸,,,
고고씽,,,
세상,,,
속,,,
번돈,,,
능력,,,
줄,,,
알,,,
개명,,,
누구,,,
아이,,,
애도,,,
개,,,
고양이,,,
마리,,,
말,,,
마리,,,
데리,,,
때,,,
아주,,,
세상,,,
생각,,,
눈,,,
한국음식점,,,
출입,,,
를,,,
음식,,,
차,,,
허겁지겁,,,
체,,,
금메달,,,
작가,,,
조사,,,
백퍼,,,
뭐,,,
공결,,,
대한민국,,,
운동,,,
얘,,,
일도,,,
학교,,,
통보,,,
마음대로,,,
공결,,,
때,,,
아주,,,
가지,,,
없엇구,,,
본인,,,
정,,,
최,,,
부모,,,
도데,,,
체,,,
생각,,,
스토리,,,
드라마,,,
현실,,,
저,,,
계집,,,
애,,,
놈,,,
뉘,,,
갑자기,,,
장난,,,
천하,,,
여자,,,
그네,,,
고마,,,
해,,,
대가리,,,
끼리,,,
밀고,,,
다해,,,
진짜,,,
총,,,
싹수,,,
누,,,
렇,,,
구먼,,,
년,,,
정,,,
재계,,,
앞,,,
후원,,,
나라,,,
제대로,,,
삼성,,,
특검,,,
포함,,,
제대로,,,
보통,,,
치마,,,
바람,,,
막장,,,
민국,,,
무법천지,,,
고딩,,,
때,,,
애,,,
이성,,,
아주,,,
눈,,,
양파,,,
계속,,,
쟤,,,
독일,,,
때,,,
살,,,
배기,,,
데리,,,
오늘,,,
모,,,
신문,,,
보도,,,
아주,,,
갈수록,,,
점,,,
입가,,,
경이,,,
최,,,
실,,,
정유,,,
것,,,
뭔가,,,
미꾸라지,,,
마냥,,,
거리,,,
모두,,,
엄중,,,
처벌,,,
박통,,,
더,,,
이상,,,
결단,,,
처단,,,
대한민국,,,
금수,,,
의,,,
표본,,,
재벌,,,
가도,,,
완전,,,
돈,,,
권력,,,
쥐,,,
애,,,
버르장머리,,,
구나,,,
교육,,,
학교,,,
양심,,,
저런,,,
뇌,,,
수준,,,
이화여대,,,
생각,,,
지방,,,
미달,,,
대학교,,,
체육,,,
특기,,,
생,,,
정도,,,
사회,,,
파장,,,
신,,,
돈,,,
권력,,,
뇌,,,
고딩,,,
때,,,
정도,,,
중학교,,,
제대로,,,
겟,,,
초딩,,,
대가리,,,
수준,,,
혹시,,,
대통령,,,
딸,,,
현실,,,
요,,,
돈,,,
라면,,,
무엇,,,
권력,,,
하수,,,
정말,,,
땅,,,
교육,,,
사람,,,
생각,,,
가슴,,,
지네,,,
어른,,,
아이,,,
개,,,
교육,,,
것,,,
대한민국,,,
민,,,
때,,,
하라,,,
분,,,
안,,,
구,,,
리,,,
만,,,
틀,,,
었다,,,
거,,,
레포트,,,
맞춤법,,,
설명,,,
어디가,,,
고등학교,,,
광신도,,,
대통령,,,
때문,,,
나라,,,
꼴,,,
어딘가,,,
애,,,
너,,,
고등학교,,,
제대로,,,
대학,,,
제대로,,,
문화,,,
지식,,,
수준,,,
중졸,,,
학교,,,
안,,,
그냥,,,
저,,,
사람,,,
국민,,,
서로,,,
서로,,,
조센징,,,
노비,,,
백만,,,
거,,,
사냥,,,
고려,,,
밀,,,
친원파,,,
권문세족,,,
헬,,,
조선,,,
노비,,,
시중,,,
게,,,
승마,,,
여념,,,
친일파,,,
후손,,,
그때,,,
지금,,,
조센징,,,
역시,,,
대회,,,
기간,,,
합숙,,,
기간,,,
공결,,,
처리,,,
설명,,,
다른,,,
날,,,
그냥,,,
결석,,,
처리,,,
사실,,,
비디오,,,
계속,,,
그냥,,,
때,,,
박근혜,,,
그,,,
친구,,,
답,,,
박근혜,,,
국민,,,
소리,,,
말,,,
타고,,,
학교,,,
결근,,,
바로,,,
머리,,,
돌,,,
뜻,,,
쓰레기,,,
상습범,,,
거,,,
애,,,
아빠,,,
일일,,,
술술,,,
햐,,,
래야,,,
조선,,,
민국,,,
답지,,,
끝,,,
정말,,,
아이,,,
아버지,,,
애,,,
독일,,,
부지,,,
발랑,,,
덩,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
